893.905	31.2823
892.626	50.8338
891.347	17.5942
890.068	35.1841
888.789	35.1798
887.51	68.3967
886.23	42.9869
884.951	44.9353
883.671	27.3485
882.391	41.0176
881.111	21.4827
879.831	9.76364
878.55	48.812
877.269	46.8536
875.989	37.0877
874.708	23.4208
873.427	39.0296
872.146	27.3172
870.864	27.3136
869.583	48.768
868.301	37.0588
867.019	48.7552
865.737	33.1491
864.455	31.1951
863.172	37.0392
861.89	42.8818
860.607	46.7738
859.324	70.1513
858.041	56.5031
856.757	21.4293
855.474	40.905
854.19	52.5849
852.906	40.8938
851.622	46.7293
850.338	56.4568
849.054	35.0373
847.769	62.2799
846.485	50.5954
845.2	33.077
843.915	29.1815
842.63	50.5741
841.344	54.4567
840.059	38.8921
838.773	13.6103
837.487	50.5454
836.201	48.5944
834.914	54.4179
833.628	40.8076
832.341	58.2881
831.054	34.9678
829.767	36.9051
828.48	19.4209
827.192	46.6034
825.905	27.1814
824.617	46.5898
823.329	46.5829
822.041	50.4574
820.752	34.9269
819.464	56.2628
818.175	36.8563
816.886	58.1855
815.597	54.2984
814.307	60.1071
813.018	34.8956
811.728	56.2123
810.438	44.5754
809.148	46.5065
807.858	30.9996
806.567	48.4295
805.276	46.4853
803.985	21.3025
802.694	32.917
801.403	48.3999
800.111	60.0067
798.82	32.9018
797.528	50.3127
796.236	34.8264
794.943	30.952
793.651	48.355
792.358	48.3475
791.065	52.2072
789.772	52.199
788.479	65.7218
787.185	32.8557
785.891	48.3096
784.597	40.5737
783.303	44.4308
782.009	54.0812
780.714	42.4856
779.42	75.3034
778.125	55.9859
776.829	57.9072
775.534	63.6878
774.239	50.1702
772.943	52.0915
771.647	48.2251
770.35	48.2174
769.054	50.138
767.757	25.0649
766.461	36.6274
765.164	30.8392
763.866	57.814
762.569	9.63411
761.271	55.8687
759.973	34.6715
758.675	48.147
757.377	71.2458
756.078	40.4302
754.78	44.2734
753.481	61.5877
752.181	67.3504
750.882	57.7194
749.582	51.9389
748.283	44.2369
746.983	44.2296
745.682	65.3721
744.382	48.0597
743.081	38.4414
741.78	49.9655
740.479	38.4286
739.178	46.1066
737.876	59.5444
736.574	48.0116
735.272	28.8021
733.97	59.5144
732.668	44.1484
731.365	36.4643
730.062	32.6205
728.759	49.8817
727.456	47.9551
726.152	46.0291
724.849	61.3617
723.545	28.7584
722.241	19.169
720.936	28.7487
719.632	44.0738
718.327	9.57963
717.022	51.7212
715.716	53.6276
714.411	38.2989
713.105	36.3777
711.799	34.4572
710.493	44.0211
709.186	47.8408
707.88	51.6592
706.573	65.0412
705.266	61.2047
703.959	47.8079
702.651	74.5675
701.343	57.3497
700.035	47.7832
698.727	53.5079
697.419	47.7666
696.11	13.3723
694.801	32.4701
693.492	68.7482
692.183	40.0961
690.873	43.9072
689.563	26.7215
688.253	47.7086
686.943	32.4362
685.632	13.3538
684.322	38.1469
683.011	47.6753
681.699	26.6935
680.388	30.5015
679.076	40.0263
677.765	49.5476
676.452	17.1481
675.14	41.9102
673.828	24.7608
672.515	28.5651
671.202	55.2162
669.889	36.1697
668.575	38.0667
667.261	45.672
665.947	24.7346
664.633	38.0466
663.319	13.3139
662.004	49.4431
660.689	24.7172
659.374	15.2079
658.059	36.1123
656.743	38.0062
655.427	36.0995
654.111	49.3906
652.795	51.2811
651.479	62.6658
650.162	36.0739
648.845	53.1521
647.528	32.2652
646.21	18.9761
644.893	30.3564
643.575	41.7326
642.256	49.3116
640.938	20.8589
639.619	41.7103
638.301	34.1205
636.982	24.6382
635.662	34.1083
634.343	30.3131
633.023	24.625
631.703	35.9839
630.383	39.7646
629.062	32.1846
627.741	34.0717
626.42	37.8507
625.099	51.0893
623.778	32.1616
622.456	51.071
621.134	41.6059
619.812	39.7076
618.489	39.7005
617.167	45.3638
615.844	52.9149
614.521	28.3422
613.197	62.3416
611.874	47.22
610.55	45.323
609.226	26.4337
607.902	24.5411
606.577	41.5237
605.252	39.6291
603.927	62.263
602.602	43.3876
601.277	18.8608
599.951	69.7723
598.625	67.8743
597.299	65.977
595.972	58.4262
594.645	50.8781
593.319	47.1009
591.991	52.7434
590.664	37.6671
589.336	50.8413
588.008	73.4242
586.68	41.4113
585.352	20.7019
584.023	69.621
582.694	60.2018
581.365	50.7861
580.036	28.2094
578.706	50.7677
577.377	50.7585
576.046	41.3513
574.716	37.5852
573.386	37.5784
572.055	35.693
570.724	50.7124
569.392	60.0927
568.061	52.5716
566.729	54.4392
565.397	16.8919
564.065	35.6541
562.732	39.4
561.4	60.0272
560.067	52.5143
558.734	20.6268
557.4	39.3714
556.066	63.7325
554.732	11.2449
553.398	39.3499
552.064	44.9631
550.729	44.9549
549.394	44.9467
548.059	24.3417
546.724	58.035
545.388	43.0504
544.052	33.6855
542.716	46.7768
541.38	18.7073
540.043	37.4078
538.706	24.3106
537.369	37.3942
536.032	18.6937
534.694	52.3327
533.356	31.7676
532.018	16.8151
530.68	59.7761
529.341	29.8826
528.002	29.8771
526.663	1.86698
525.324	55.9991
523.985	26.1282
522.645	26.1234
521.305	74.6246
